<label>|<Sentence Text>|<Always deliberative>|<Non-IIA>|<Sentiment>|<Subjectivity>
D0|The programsâ€™ budget, divided between the two sponsors, covers the salaries for two drill instructors and cadet uniforms|||0.879025042|0.013533485
D0|The police department funds its portion of the budget with assets seized from drug dealers.|||-0.556237221|4.53E-05
|||||
D0|Teaneck, NJ Police Department- Junior Police Academy The Teaneck Police Department Junior Police Academy is a week-long summer program during which children ages 11 to 14 leam about lifesaving and crime-fighting techniques|||0.992717743|3.73E-07
D0|The program aims to give children a chance to come into contact with law enforcement in a constructive way so as to quell unnecessary fears about the police|||0.986466467|0.00422191
D0|The program typically includes the opportunity to meet FBI and secret service agents, and to get acquainted with members from the county K-9 Unit|||0.971644044|2.17E-07
D0|The participants visit the police departmentâ€™s firing range to learn about the dangers of firearms.: They also have the opportunity to become certified in CPR.|||0.997635245|5.79E-06
|||||
D0|Oakland, CA Police Department -- Police lorers The Oakland Police Department, in conjunction with the Boy Scouts of America, sponsors the Oakland Police Explorers|||0.994265378|4.21E-08
D0|The high school youth in this police youth academy learn about law enforcement and become part of a service group that community organizations can call upon to assist with security and crowd supervision at various events.|||0.998802185|3.77E-08
|||||
D0|Baltimore, MD Police Department â€” Youth Police Academ The Baltimore Police Department, in collaboration with the Baltimore Public Schools, has developed a Youth Police Academy at Walbrook Senior High School, one of the city's magnet schools|||0.994944632|7.00E-09
D0|Students enrolled in this program attend the traditional academic courses|||0.973887563|0.003352603
D0|All of their class instruction, however, is presented with a law enforcement emphasis|||-0.685066938|0.025496433
D0|When discussing speed and distance in a math course, for instance, story problems and examples may be tied to a police report of an accident scene|||-0.576342523|0.001302679
D0|Two police officers work fulltime at the school, assisting with curriculum development and instructing teachers about the police department and crime issues.|||0.996395886|2.61E-09
|||||
D0|Kansas City, MO -- Police Cadet Program The Kansas City Police Department, along with local businesses and three area colleges, sponsors a Police Cadet Program that targets minority youth, With the exception of the age and educational requirements, participants must meet the standard requirements for entry into the Kansas City Police Department.|||0.98105675|6.01E-10
|||||
D0|The program provides participants with a 40-hour per week paid internship in the Police Department the summer between their two years of college and also funds the studentsâ€™ two years of college|||0.997225285|2.13E-07
D0|In exchange, participants agree to enter the Kansas City Police Academy upon completion of their college coursework and to serve as a police officer for at least three years after graduating from the Academy.|||0.968644202|1.15E-10
|||||
D0|Other youth police academy programs have been greeted with success in communities big and small across the country, including Athol, Massachusetts; Enfield, Connecticut; Orange County, California; Garland, Texas; Portland, Oregon; Howard County, Maryland; Delray, Florida; Dayton, Ohio; Dekalb County, Georgia.|||0.997488618|1.23E-11
|||||
D0|The Corporation swears that this is true: Teach for America has 900 members now (not 1,000 or 2,200, as they reported to me earlier}, and ALL of them have AmeriCorps scholarships.|||0.581064045|0.000126499
|||||
D1|There are 2 ways we could add scholarship-only members of AmeriCorps: one is to tap out the excess in the trust fund, which could add a few thousand members a year;|1||-0.977410734|0.99559814
D1|and the other is to modify our budget request so that more of goes to the trust fund and less goes to grants to groups for stipends and other purposes.|1||-0.979401708|0.2265375
|||||
D0|Our 98 budget request for AmeriCorps is $422 million, with $100 million of that recommended to go into the trust fund|||-0.869824827|0.98214334
D0|Congress gets involved in deciding the split|||0.959418118|0.048457313
D0|This funding is supposed to fund 35,000 members (ramp-up is AmericaReads).|||-0.992281377|0.00327949
|||||
D1|We could madify the split of our budget request without increasing the total|1||-0.987356544|0.9984011
D1|This would be very popular with Grassley; unclear with other members|1||0.846361995|0.030519746
D1|The question is where to stop|1||-0.996541798|0.014337381
D1|At an extreme, OMB and I did very rough numbers that if we immediately transferred everything into scholarship only, we could fund something like 85,000 more people next year (assuming 40% are part-timers, which I'm not sure of)|1||-0.990465999|0.9990897
D1|If we did a major, sudden change, the world that is used to getting AmeriCorps people would have big problems scrambling for all that stipend money, and quite possibly some of the money would go unspent, which would be bad.|1||-0.948181272|0.99994445
